intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;1240;596;mitotic_cell;negative;1180;525;1293;658
intermediate;002;639;759;mitotic_cell;negative;584;696;701;810
intermediate;003;138;72;cell;coarse_speckled;97;38;171;111
intermediate;004;333;85;cell;coarse_speckled;304;44;372;126
intermediate;005;418;695;cell;coarse_speckled;371;655;464;742
intermediate;006;483;733;cell;coarse_speckled;443;694;523;778
intermediate;007;372;791;cell;coarse_speckled;340;753;417;835
intermediate;008;417;833;cell;coarse_speckled;382;786;456;881
intermediate;009;500;830;cell;coarse_speckled;458;795;543;876
intermediate;010;596;677;cell;coarse_speckled;559;641;631;709
intermediate;011;517;579;cell;coarse_speckled;485;539;554;618
intermediate;012;548;494;cell;coarse_speckled;513;457;581;537
intermediate;013;645;423;cell;coarse_speckled;611;382;683;463
intermediate;014;665;492;cell;coarse_speckled;627;455;716;541
intermediate;015;688;576;cell;coarse_speckled;647;539;743;616
intermediate;016;814;598;cell;coarse_speckled;776;551;852;654
intermediate;017;873;568;cell;coarse_speckled;842;532;909;606
intermediate;018;926;530;cell;coarse_speckled;894;488;966;567
intermediate;019;972;640;cell;coarse_speckled;923;607;1014;676
intermediate;020;1018;91;cell;coarse_speckled;978;47;1055;135
intermediate;021;1033;178;cell;coarse_speckled;998;133;1070;225
intermediate;022;1187;112;cell;coarse_speckled;1155;68;1237;156
intermediate;023;1151;177;cell;coarse_speckled;1111;138;1194;216
intermediate;024;873;251;cell;coarse_speckled;833;211;916;300
intermediate;025;956;256;cell;coarse_speckled;923;217;1000;296
intermediate;026;98;165;cell;coarse_speckled;57;117;139;214
intermediate;027;228;140;cell;coarse_speckled;195;105;259;188
intermediate;028;282;200;cell;coarse_speckled;253;155;316;241
intermediate;029;227;229;mitotic_cell;negative;190;184;262;267
intermediate;030;166;251;mitotic_cell;negative;129;206;213;291
intermediate;031;243;304;cell;coarse_speckled;205;264;274;339
intermediate;032;534;945;cell;coarse_speckled;494;912;581;985
intermediate;033;596;901;cell;coarse_speckled;551;863;643;935
intermediate;034;631;838;cell;coarse_speckled;589;805;672;872
intermediate;035;700;714;cell;coarse_speckled;668;669;742;761
intermediate;036;786;729;mitotic_cell;negative;744;693;829;769
intermediate;037;782;796;mitotic_cell;negative;748;758;836;840
intermediate;038;1241;267;cell;coarse_speckled;1207;234;1276;307
intermediate;039;1200;347;cell;coarse_speckled;1155;311;1251;385
intermediate;040;1054;328;cell;coarse_speckled;1013;278;1097;360
intermediate;041;953;416;mitotic_cell;negative;894;350;1011;467
intermediate;042;1037;435;cell;coarse_speckled;999;386;1084;477
intermediate;043;1101;463;cell;coarse_speckled;1060;413;1147;515
intermediate;044;1024;512;cell;coarse_speckled;987;479;1071;545
intermediate;045;1252;447;cell;coarse_speckled;1208;405;1291;474
intermediate;046;1105;556;artefact;;1084;517;1142;591
intermediate;047;1171;562;cell;coarse_speckled;1136;521;1203;602
intermediate;048;1139;666;cell;coarse_speckled;1099;636;1183;705
intermediate;049;1309;883;cell;coarse_speckled;1269;851;1342;917
