intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;132;153;cell;nucleolar;85;114;183;193
intermediate;002;140;209;cell;nucleolar;118;186;178;238
intermediate;003;275;331;cell;nucleolar;237;298;315;363
intermediate;004;351;347;cell;nucleolar;316;318;390;384
intermediate;005;444;309;artefact;;383;257;498;379
intermediate;006;419;135;cell;nucleolar;383;89;459;179
intermediate;007;356;118;artefact;;308;59;404;166
intermediate;008;512;146;mitotic_cell;negative;458;95;570;191
intermediate;009;590;162;cell;nucleolar;559;131;613;198
intermediate;010;643;154;cell;nucleolar;616;108;682;197
intermediate;011;676;88;cell;nucleolar;641;43;712;129
intermediate;012;704;220;cell;nucleolar;671;186;734;259
intermediate;013;793;302;cell;nucleolar;757;268;830;337
intermediate;014;789;228;mitotic_cell;negative;739;181;847;268
intermediate;015;862;187;mitotic_cell;negative;812;139;928;233
intermediate;016;936;152;cell;nucleolar;913;118;973;184
intermediate;017;955;64;cell;nucleolar;920;24;997;97
intermediate;018;1032;173;cell;nucleolar;995;141;1073;206
intermediate;019;1000;253;cell;nucleolar;967;212;1037;285
intermediate;020;964;312;cell;nucleolar;927;278;999;345
intermediate;021;1126;246;cell;nucleolar;1082;210;1179;281
intermediate;022;1167;164;cell;nucleolar;1130;127;1215;194
intermediate;023;1128;84;cell;nucleolar;1193;57;1272;109
intermediate;024;1235;258;artefact;;1182;200;1297;304
intermediate;025;1297;204;cell;nucleolar;1275;174;1337;227
intermediate;026;228;456;cell;nucleolar;179;415;277;495
intermediate;027;175;537;cell;nucleolar;127;495;221;583
intermediate;028;315;572;cell;nucleolar;275;535;359;619
intermediate;029;410;486;cell;nucleolar;374;449;453;526
intermediate;030;165;642;cell;nucleolar;120;596;205;682
intermediate;031;358;704;cell;nucleolar;299;675;406;739
intermediate;032;477;692;cell;nucleolar;435;641;519;740
intermediate;033;547;671;cell;nucleolar;516;642;577;709
intermediate;034;606;556;cell;nucleolar;572;511;637;603
intermediate;035;540;505;cell;nucleolar;513;468;572;550
intermediate;036;663;467;cell;nucleolar;633;442;687;504
intermediate;037;698;389;cell;nucleolar;660;365;737;425
intermediate;038;640;300;cell;nucleolar;608;277;674;330
intermediate;039;784;479;cell;nucleolar;754;453;819;512
intermediate;040;875;398;cell;nucleolar;842;358;911;437
intermediate;041;978;455;cell;nucleolar;944;429;1011;494
intermediate;042;962;524;cell;nucleolar;935;490;987;559
intermediate;043;1178;396;cell;nucleolar;1147;362;1213;430
intermediate;044;1125;464;cell;nucleolar;1073;429;1173;504
intermediate;045;1142;538;cell;nucleolar;1104;515;1183;562
intermediate;046;1308;423;cell;nucleolar;1270;397;1351;456
intermediate;047;1280;577;cell;nucleolar;1256;544;1306;612
intermediate;048;44;725;cell;nucleolar;15;692;79;761
intermediate;049;140;841;cell;nucleolar;102;811;175;877
intermediate;050;274;855;cell;nucleolar;241;825;308;891
intermediate;051;407;897;cell;nucleolar;354;853;457;940
intermediate;052;445;798;cell;nucleolar;393;750;497;843
intermediate;053;613;857;cell;nucleolar;586;821;642;899
intermediate;054;663;735;cell;nucleolar;627;708;696;771
intermediate;055;623;981;artefact;;437;934;750;1024
intermediate;056;722;596;cell;nucleolar;676;558;775;641
intermediate;057;782;692;cell;nucleolar;748;654;820;728
intermediate;058;848;732;cell;nucleolar;820;699;885;777
intermediate;059;924;656;cell;nucleolar;883;626;964;695
intermediate;060;992;607;cell;nucleolar;950;580;1035;642
intermediate;061;1034;683;cell;nucleolar;1011;661;1067;706
intermediate;062;753;904;cell;nucleolar;716;873;783;935
intermediate;063;789;820;cell;nucleolar;761;789;823;848
intermediate;064;1015;864;cell;nucleolar;988;831;1049;900
intermediate;065;1056;808;cell;nucleolar;1018;780;1091;841
intermediate;066;1080;917;cell;nucleolar;1050;887;1117;949
intermediate;067;1147;779;cell;nucleolar;1108;748;1189;810
intermediate;068;805;986;cell;nucleolar;764;959;844;1023
intermediate;069;916;983;cell;nucleolar;880;953;954;1018
intermediate;070;1198;648;cell;nucleolar;1162;608;1232;686
intermediate;071;1285;767;cell;nucleolar;1246;722;1324;810
intermediate;072;1254;837;cell;nucleolar;1223;803;1294;869
intermediate;073;1290;887;cell;nucleolar;1258;865;1329;915
