intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;87;728;mitotic_cell;negative;37;680;141;782
intermediate;002;176;906;mitotic_cell;negative;144;874;220;950
intermediate;003;225;966;mitotic_cell;negative;183;919;261;994
intermediate;004;128;90;cell;coarse_speckled;67;56;177;121
intermediate;005;319;126;cell;coarse_speckled;283;66;364;189
intermediate;006;436;100;cell;coarse_speckled;394;32;480;163
intermediate;007;503;195;cell;coarse_speckled;457;138;561;233
intermediate;008;595;198;cell;coarse_speckled;553;159;643;241
intermediate;009;566;60;cell;coarse_speckled;516;30;615;100
intermediate;010;711;217;cell;coarse_speckled;657;185;762;267
intermediate;011;780;186;cell;coarse_speckled;732;133;822;239
intermediate;012;643;371;cell;coarse_speckled;591;329;688;420
intermediate;013;499;331;cell;coarse_speckled;449;283;541;381
intermediate;014;441;382;cell;coarse_speckled;404;337;485;427
intermediate;015;231;553;cell;coarse_speckled;188;493;274;596
intermediate;016;336;589;cell;coarse_speckled;299;541;392;640
intermediate;017;513;540;cell;coarse_speckled;449;498;561;590
intermediate;018;378;471;cell;coarse_speckled;329;406;419;526
intermediate;019;278;731;cell;coarse_speckled;231;689;332;784
intermediate;020;492;684;cell;coarse_speckled;447;639;560;729
intermediate;021;949;142;cell;coarse_speckled;899;89;979;188
intermediate;022;1061;63;cell;coarse_speckled;1023;18;1104;114
intermediate;023;1202;95;cell;coarse_speckled;1159;54;1249;153
intermediate;024;1116;227;cell;coarse_speckled;1066;192;1170;263
intermediate;025;1067;305;cell;coarse_speckled;1017;266;1118;350
intermediate;026;658;589;cell;coarse_speckled;606;555;710;624
intermediate;027;707;524;cell;coarse_speckled;645;493;769;559
intermediate;028;804;677;cell;coarse_speckled;755;636;849;723
intermediate;029;826;402;cell;coarse_speckled;774;363;879;449
intermediate;030;1044;452;cell;coarse_speckled;1004;405;1082;500
intermediate;031;1315;269;cell;coarse_speckled;1259;230;1372;304
intermediate;032;1151;411;cell;coarse_speckled;1112;370;1190;455
intermediate;033;1220;662;cell;coarse_speckled;1177;617;1266;708
intermediate;034;1090;884;cell;coarse_speckled;1050;826;1128;927
intermediate;035;1168;954;cell;coarse_speckled;1130;900;1205;1005
intermediate;036;1303;913;cell;coarse_speckled;1251;848;1347;973
