intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;223;165;cell;fine_speckled;191;125;256;217
intermediate;002;313;124;cell;fine_speckled;273;99;350;157
intermediate;003;340;170;cell;fine_speckled;305;146;376;202
intermediate;004;443;112;cell;fine_speckled;407;68;479;156
intermediate;005;77;395;cell;fine_speckled;38;354;113;436
intermediate;006;423;324;cell;fine_speckled;389;291;458;369
intermediate;007;542;352;cell;fine_speckled;495;309;585;408
intermediate;008;77;483;cell;fine_speckled;40;454;112;523
intermediate;009;172;487;cell;fine_speckled;129;453;215;519
intermediate;010;305;470;cell;fine_speckled;273;435;339;511
intermediate;011;412;465;mitotic_cell;negative;363;421;471;525
intermediate;012;152;580;cell;fine_speckled;110;540;191;622
intermediate;013;231;605;cell;fine_speckled;201;562;261;651
intermediate;014;424;580;cell;fine_speckled;380;543;464;620
intermediate;015;207;739;artefact;;174;714;239;768
intermediate;016;342;725;cell;fine_speckled;313;685;384;775
intermediate;017;158;965;cell;fine_speckled;130;937;190;1003
intermediate;018;254;912;cell;fine_speckled;226;882;286;947
intermediate;019;421;852;cell;fine_speckled;382;809;455;902
intermediate;020;627;85;cell;fine_speckled;587;58;673;125
intermediate;021;778;176;cell;fine_speckled;739;147;817;214
intermediate;022;727;417;cell;fine_speckled;687;371;765;470
intermediate;023;822;409;cell;fine_speckled;779;376;854;446
intermediate;024;585;600;cell;fine_speckled;556;553;611;656
intermediate;025;655;636;cell;fine_speckled;611;600;705;677
intermediate;026;702;528;cell;fine_speckled;673;497;734;562
intermediate;027;791;558;cell;fine_speckled;763;527;822;598
intermediate;028;890;546;mitotic_cell;negative;840;498;946;603
intermediate;029;861;644;cell;fine_speckled;835;614;886;682
intermediate;030;568;769;cell;fine_speckled;539;713;601;829
intermediate;031;762;804;cell;fine_speckled;729;776;793;838
intermediate;032;858;892;cell;fine_speckled;826;850;893;935
intermediate;033;580;988;cell;fine_speckled;542;957;615;1021
intermediate;034;693;942;cell;fine_speckled;665;920;723;966
intermediate;035;778;946;cell;fine_speckled;742;912;815;981
intermediate;036;992;163;cell;fine_speckled;948;135;1034;200
intermediate;037;1163;174;mitotic_cell;negative;1115;132;1209;225
intermediate;038;1230;160;cell;fine_speckled;1202;124;1259;202
intermediate;039;963;268;cell;fine_speckled;924;234;1003;314
intermediate;040;1036;343;cell;fine_speckled;993;314;1078;384
intermediate;041;1131;369;cell;fine_speckled;1100;341;1168;404
intermediate;042;1240;364;cell;fine_speckled;1196;340;1280;393
intermediate;043;1012;514;cell;fine_speckled;962;476;1057;564
intermediate;044;1118;452;cell;fine_speckled;1073;419;1163;500
intermediate;045;1248;514;cell;fine_speckled;1211;470;1278;556
intermediate;046;968;615;cell;fine_speckled;935;579;1005;656
intermediate;047;956;766;cell;fine_speckled;913;739;998;802
intermediate;048;1052;735;cell;fine_speckled;1012;695;1084;780
intermediate;049;1240;744;cell;fine_speckled;1208;701;1269;791
intermediate;050;1329;771;cell;fine_speckled;1294;726;1366;830
intermediate;051;993;981;cell;fine_speckled;972;944;1016;1019
intermediate;052;1139;916;cell;fine_speckled;1105;868;1175;964
