intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
positive;01;1139;341;mitotic_cell;positive;1086;267;1191;402
positive;02;1200;157;mitotic_cell;positive;1148;89;1264;213
positive;03;605;280;mitotic_cell;positive;535;210;687;372
positive;04;513;664;mitotic_cell;positive;479;614;559;716
positive;05;285;165;cell;centromere;248;130;320;198
positive;06;234;234;cell;centromere;204;201;275;272
positive;07;308;252;cell;centromere;281;215;345;293
positive;08;374;289;cell;centromere;336;253;420;328
positive;09;444;141;cell;centromere;410;94;491;179
positive;10;492;228;cell;centromere;452;172;525;277
positive;11;428;372;cell;centromere;374;330;488;411
positive;12;215;628;cell;centromere;174;577;249;669
positive;13;311;562;cell;centromere;269;530;358;599
positive;14;410;533;cell;centromere;359;487;458;582
positive;15;597;559;cell;centromere;557;519;654;604
positive;16;110;690;cell;centromere;61;645;155;732
positive;17;250;719;cell;centromere;208;685;293;749
positive;18;410;693;cell;centromere;381;648;444;735
positive;19;218;854;cell;centromere;170;802;260;903
positive;20;360;972;cell;centromere;317;938;410;1008
positive;21;390;898;cell;centromere;339;862;451;935
positive;22;543;875;cell;centromere;498;822;580;922
positive;23;709;838;cell;centromere;670;789;765;882
positive;24;1001;56;cell;centromere;959;21;1042;98
positive;25;1129;55;cell;centromere;1086;19;1176;87
positive;26;88;313;cell;centromere;50;261;126;368
positive;27;144;377;cell;centromere;97;320;197;430
positive;28;64;911;cell;centromere;21;874;97;953
positive;29;125;884;cell;centromere;91;852;162;923
positive;30;350;73;artefact;;314;38;388;117
positive;31;401;87;cell;centromere;373;51;434;125
positive;32;626;174;cell;centromere;583;131;664;211
positive;33;668;195;artefact;;640;162;689;223
positive;34;664;399;cell;centromere;614;352;705;441
positive;35;717;455;cell;centromere;685;411;752;498
positive;36;779;461;cell;centromere;744;420;817;500
positive;37;798;535;cell;centromere;739;489;848;580
positive;38;833;602;cell;centromere;785;557;880;647
positive;39;658;925;cell;centromere;604;886;704;966
positive;40;667;993;cell;centromere;626;961;709;1023
positive;41;1027;173;cell;centromere;980;128;1066;214
positive;42;837;267;cell;centromere;802;224;868;311
positive;43;955;319;cell;centromere;915;274;998;365
positive;44;1242;71;cell;centromere;1214;27;1282;109
positive;45;1290;257;cell;centromere;1248;222;1327;296
positive;46;1066;393;cell;centromere;1031;344;1107;449
positive;47;1274;468;cell;centromere;1230;426;1337;505
positive;48;1012;800;cell;centromere;959;767;1057;830
positive;49;1078;765;cell;centromere;1020;721;1136;798
positive;50;1156;886;cell;centromere;1126;845;1207;938
positive;51;1226;912;cell;centromere;1189;857;1262;955
positive;52;1313;848;cell;centromere;1259;798;1374;895
