intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;468;288;mitotic_cell;negative;417;242;516;330
intermediate;002;290;476;mitotic_cell;negative;251;417;349;516
intermediate;003;274;309;mitotic_cell;negative;245;266;313;343
intermediate;004;321;334;mitotic_cell;negative;284;281;365;362
intermediate;005;493;583;mitotic_cell;negative;455;535;530;624
intermediate;006;621;947;cell;fine_speckled;571;902;665;980
intermediate;007;657;912;cell;fine_speckled;627;893;678;939
intermediate;008;676;868;cell;fine_speckled;642;825;722;903
intermediate;009;247;131;cell;fine_speckled;213;83;289;174
intermediate;010;337;106;cell;fine_speckled;283;57;388;141
intermediate;011;652;132;cell;fine_speckled;613;88;717;172
intermediate;012;613;192;cell;fine_speckled;579;138;673;240
intermediate;013;855;117;cell;fine_speckled;807;72;896;147
intermediate;014;924;155;cell;fine_speckled;883;115;961;183
intermediate;015;968;95;cell;fine_speckled;923;57;998;128
intermediate;016;1024;132;cell;fine_speckled;980;92;1060;174
intermediate;017;1244;67;cell;fine_speckled;1196;18;1287;103
intermediate;018;1293;153;cell;fine_speckled;1258;113;1338;200
intermediate;019;1128;186;cell;fine_speckled;1095;138;1170;225
intermediate;020;1108;263;cell;fine_speckled;1081;220;1151;299
intermediate;021;1176;334;cell;fine_speckled;1133;298;1222;365
intermediate;022;1243;310;cell;fine_speckled;1216;258;1286;347
intermediate;023;1063;365;cell;fine_speckled;997;318;1110;401
intermediate;024;1084;424;cell;fine_speckled;1032;395;1140;470
intermediate;025;999;625;cell;fine_speckled;951;574;1052;669
intermediate;026;58;108;cell;fine_speckled;12;79;103;142
intermediate;027;88;176;cell;fine_speckled;23;136;153;213
intermediate;028;227;336;cell;fine_speckled;192;290;263;378
intermediate;029;180;374;cell;fine_speckled;136;345;219;417
intermediate;030;124;333;cell;fine_speckled;83;299;176;371
intermediate;031;60;434;cell;fine_speckled;16;392;99;478
intermediate;032;71;542;cell;fine_speckled;31;507;101;591
intermediate;033;142;496;cell;fine_speckled;104;454;182;549
intermediate;034;137;572;cell;fine_speckled;109;539;167;608
intermediate;035;246;525;cell;fine_speckled;209;487;281;569
intermediate;036;215;601;cell;fine_speckled;175;565;248;631
intermediate;037;143;664;cell;fine_speckled;109;618;179;708
intermediate;038;63;681;cell;fine_speckled;17;650;105;726
intermediate;039;113;772;cell;fine_speckled;75;745;157;816
intermediate;040;54;872;cell;fine_speckled;24;827;82;920
intermediate;041;120;916;cell;fine_speckled;66;871;173;961
intermediate;042;209;868;cell;fine_speckled;162;829;254;914
intermediate;043;273;936;cell;fine_speckled;225;895;313;974
intermediate;044;302;843;cell;fine_speckled;269;791;344;889
intermediate;045;372;813;cell;fine_speckled;328;768;411;850
intermediate;046;471;759;cell;fine_speckled;429;717;517;804
intermediate;047;392;635;cell;fine_speckled;333;595;444;675
intermediate;048;415;559;cell;fine_speckled;384;526;443;596
intermediate;049;376;503;cell;fine_speckled;340;462;416;544
intermediate;050;388;423;cell;fine_speckled;346;385;433;455
intermediate;051;510;494;cell;fine_speckled;464;434;551;538
intermediate;052;540;413;cell;fine_speckled;494;361;598;456
intermediate;053;644;308;cell;fine_speckled;606;272;677;346
intermediate;054;611;358;cell;fine_speckled;554;305;665;414
intermediate;055;736;254;cell;fine_speckled;699;219;768;288
intermediate;056;789;282;cell;fine_speckled;757;243;824;320
intermediate;057;838;363;cell;fine_speckled;805;328;881;397
intermediate;058;799;449;cell;fine_speckled;746;419;845;485
intermediate;059;790;516;cell;fine_speckled;733;483;841;550
intermediate;060;811;579;cell;fine_speckled;764;557;858;623
intermediate;061;749;622;cell;fine_speckled;701;585;801;666
intermediate;062;841;802;cell;fine_speckled;794;742;886;852
intermediate;063;954;808;cell;fine_speckled;914;766;1009;856
intermediate;064;950;909;cell;fine_speckled;904;860;1001;950
intermediate;065;1121;953;cell;fine_speckled;1085;924;1161;987
intermediate;066;1191;748;cell;fine_speckled;1150;715;1235;789
intermediate;067;1287;609;cell;fine_speckled;1247;563;1333;655
intermediate;068;1303;512;cell;fine_speckled;1243;469;1357;565
