intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;464;361;mitotic_cell;positive;410;314;504;407
intermediate;002;855;332;mitotic_cell;positive;813;281;905;374
intermediate;003;1150;40;mitotic_cell;positive;1105;11;1200;71
intermediate;004;915;113;artefact;;879;78;947;150
intermediate;005;153;68;cell;centromere;119;37;196;101
intermediate;006;103;155;cell;centromere;64;124;153;192
intermediate;007;326;50;cell;centromere;284;20;365;79
intermediate;008;193;391;cell;centromere;148;339;234;446
intermediate;009;264;354;cell;centromere;226;303;302;401
intermediate;010;352;372;cell;centromere;306;320;386;421
intermediate;011;385;290;cell;centromere;349;244;417;328
intermediate;012;421;427;cell;centromere;390;388;450;469
intermediate;013;540;282;cell;centromere;485;224;590;330
intermediate;014;463;46;cell;centromere;429;9;501;85
intermediate;015;477;120;cell;centromere;420;88;529;156
intermediate;016;626;102;cell;centromere;587;56;672;142
intermediate;017;703;122;cell;centromere;669;75;739;165
intermediate;018;780;146;cell;centromere;740;91;820;198
intermediate;019;693;227;cell;centromere;651;194;731;268
intermediate;020;551;481;cell;centromere;509;444;599;516
intermediate;021;653;427;cell;centromere;597;390;716;475
intermediate;022;706;354;cell;centromere;668;309;735;390
intermediate;023;768;409;cell;centromere;734;364;800;454
intermediate;024;376;565;cell;centromere;338;509;419;601
intermediate;025;417;684;cell;centromere;377;650;463;722
intermediate;026;448;629;cell;centromere;412;587;495;670
intermediate;027;562;629;cell;centromere;523;587;597;673
intermediate;028;630;626;cell;centromere;601;578;662;670
intermediate;029;120;627;cell;centromere;83;589;162;669
intermediate;030;147;736;cell;centromere;106;701;184;780
intermediate;031;218;715;cell;centromere;174;662;252;750
intermediate;032;266;802;cell;centromere;222;739;312;849
intermediate;033;350;801;cell;centromere;309;757;390;849
intermediate;034;366;869;artefact;;355;850;385;882
intermediate;035;63;863;cell;centromere;15;812;106;907
intermediate;036;124;898;cell;centromere;96;860;159;937
intermediate;037;248;945;cell;centromere;202;900;287;988
intermediate;038;456;916;cell;centromere;401;881;503;945
intermediate;039;523;875;cell;centromere;484;838;565;923
intermediate;040;608;804;cell;centromere;576;774;642;847
intermediate;041;740;687;cell;centromere;697;643;772;718
intermediate;042;743;913;cell;centromere;707;880;780;955
intermediate;043;952;938;cell;centromere;904;908;987;979
intermediate;044;857;70;cell;centromere;822;35;908;118
intermediate;045;980;58;cell;centromere;946;22;1019;102
intermediate;046;953;173;cell;centromere;905;135;985;212
intermediate;047;1190;87;cell;centromere;1134;50;1250;123
intermediate;048;1191;152;cell;centromere;1147;125;1232;182
intermediate;049;1289;207;cell;centromere;1242;183;1312;245
intermediate;050;1210;288;cell;centromere;1169;254;1263;326
intermediate;051;1006;256;cell;centromere;958;220;1043;291
intermediate;052;958;351;cell;centromere;913;312;1005;376
intermediate;053;1137;361;cell;centromere;1091;323;1179;401
intermediate;054;1292;400;cell;centromere;1248;367;1337;434
intermediate;055;979;413;cell;centromere;949;380;1013;446
intermediate;056;923;458;cell;centromere;877;428;956;499
intermediate;057;854;405;cell;centromere;829;385;887;435
intermediate;058;801;532;cell;centromere;750;498;841;577
intermediate;059;995;530;cell;centromere;963;495;1024;573
intermediate;060;1076;535;cell;centromere;1039;503;1119;587
intermediate;061;1193;574;cell;centromere;1141;543;1225;621
intermediate;062;1093;627;cell;centromere;1050;596;1124;674
intermediate;063;1221;644;cell;centromere;1176;608;1256;681
intermediate;064;917;721;cell;centromere;886;678;949;758
intermediate;065;1005;813;cell;centromere;963;778;1038;856
intermediate;066;1114;781;cell;centromere;1106;735;1180;810
intermediate;067;1228;717;cell;centromere;1187;688;1270;765
intermediate;068;1332;738;cell;centromere;1275;707;1370;778
intermediate;069;1125;860;cell;centromere;1085;821;1167;898
intermediate;070;1141;975;cell;centromere;1075;944;1180;1014
