intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
positive;001;914;813;mitotic_cell;positive;865;771;968;860
positive;002;385;57;cell;homogeneous;347;14;424;98
positive;003;510;60;cell;homogeneous;481;22;561;112
positive;004;78;211;cell;homogeneous;38;181;117;255
positive;005;261;245;cell;homogeneous;231;210;305;284
positive;006;111;278;cell;homogeneous;79;253;146;314
positive;007;136;349;cell;homogeneous;99;318;168;384
positive;008;228;383;cell;homogeneous;196;362;258;419
positive;009;216;440;cell;homogeneous;189;414;253;470
positive;010;268;408;cell;homogeneous;258;398;278;428
positive;011;244;555;cell;homogeneous;217;501;279;594
positive;012;49;579;cell;homogeneous;9;545;94;625
positive;013;142;641;cell;homogeneous;101;611;184;686
positive;014;328;609;cell;homogeneous;295;576;360;656
positive;015;168;717;cell;homogeneous;132;676;209;741
positive;016;230;883;cell;homogeneous;205;846;262;925
positive;017;317;907;cell;homogeneous;278;869;358;947
positive;018;668;102;cell;homogeneous;639;77;699;138
positive;019;644;157;cell;homogeneous;610;119;675;190
positive;020;615;205;cell;homogeneous;573;154;655;252
positive;021;589;275;cell;homogeneous;543;229;625;315
positive;022;756;97;cell;homogeneous;732;61;801;126
positive;023;755;148;cell;homogeneous;725;119;797;177
positive;024;700;152;cell;homogeneous;678;129;733;192
positive;025;733;192;cell;homogeneous;711;166;758;234
positive;026;774;219;cell;homogeneous;729;181;806;262
positive;027;698;247;cell;homogeneous;671;216;729;281
positive;028;711;312;cell;homogeneous;677;279;749;347
positive;029;791;307;cell;homogeneous;758;268;830;339
positive;030;497;415;cell;homogeneous;456;350;526;448
positive;031;637;445;cell;homogeneous;599;398;665;488
positive;032;703;394;cell;homogeneous;673;364;745;439
positive;033;836;437;cell;homogeneous;813;389;870;468
positive;034;804;428;cell;homogeneous;794;411;827;449
positive;035;456;542;cell;homogeneous;422;514;486;575
positive;036;442;603;cell;homogeneous;415;576;480;635
positive;037;553;549;cell;homogeneous;520;503;588;594
positive;038;793;513;cell;homogeneous;746;455;838;548
positive;039;795;579;cell;homogeneous;762;551;837;619
positive;040;723;587;cell;homogeneous;690;553;761;629
positive;041;789;651;cell;homogeneous;760;623;825;683
positive;042;674;641;cell;homogeneous;638;607;712;684
positive;043;912;635;cell;homogeneous;871;597;958;679
positive;044;363;739;cell;homogeneous;333;706;397;774
positive;045;426;698;cell;homogeneous;399;665;462;732
positive;046;493;732;cell;homogeneous;464;687;541;771
positive;047;581;754;cell;homogeneous;546;710;623;807
positive;048;711;743;cell;homogeneous;680;706;754;788
positive;049;774;711;cell;homogeneous;740;694;807;753
positive;050;870;717;cell;homogeneous;827;687;910;759
positive;051;394;810;cell;homogeneous;372;773;427;848
positive;052;448;803;cell;homogeneous;410;770;482;839
positive;053;509;876;cell;homogeneous;467;825;544;897
positive;054;484;913;cell;homogeneous;448;878;522;952
positive;055;429;960;cell;homogeneous;392;915;469;986
positive;056;379;1000;cell;homogeneous;341;974;422;1030
positive;057;609;960;cell;homogeneous;581;917;650;1004
positive;058;705;926;cell;homogeneous;661;881;738;972
positive;059;710;870;cell;homogeneous;676;845;741;897
positive;060;712;992;cell;homogeneous;672;942;746;1024
positive;061;772;895;cell;homogeneous;742;848;806;943
positive;062;836;875;cell;homogeneous;803;841;861;909
positive;063;889;886;cell;homogeneous;858;844;924;916
positive;064;963;869;cell;homogeneous;934;846;998;905
positive;065;823;988;cell;homogeneous;774;954;854;1016
positive;066;960;50;cell;homogeneous;921;19;985;93
positive;067;888;151;cell;homogeneous;857;123;931;198
positive;068;1030;140;cell;homogeneous;990;112;1057;176
positive;069;1084;89;cell;homogeneous;1047;44;1124;117
positive;070;1260;97;cell;homogeneous;1216;64;1284;134
positive;071;1267;153;cell;homogeneous;1236;130;1304;198
positive;072;1238;190;cell;homogeneous;1215;139;1276;219
positive;073;1183;150;cell;homogeneous;1127;121;1209;188
positive;074;954;231;cell;homogeneous;909;190;992;258
positive;075;1016;237;cell;homogeneous;980;199;1045;275
positive;076;1004;304;cell;homogeneous;965;272;1027;339
positive;077;1065;290;cell;homogeneous;1022;258;1092;327
positive;078;917;297;cell;homogeneous;884;269;957;328
positive;079;1124;327;cell;homogeneous;1091;279;1152;355
positive;080;1174;299;cell;homogeneous;1152;254;1207;341
positive;081;1249;299;cell;homogeneous;1218;263;1290;332
positive;082;1330;281;cell;homogeneous;1298;253;1371;310
positive;083;1306;358;cell;homogeneous;1267;324;1335;391
positive;084;950;372;cell;homogeneous;921;333;988;411
positive;085;1025;370;cell;homogeneous;1000;342;1059;413
positive;086;895;442;cell;homogeneous;871;399;931;492
positive;087;979;496;cell;homogeneous;941;454;1020;530
positive;088;1019;444;cell;homogeneous;993;412;1052;480
positive;089;1082;431;cell;homogeneous;1052;398;1118;473
positive;090;1165;404;cell;homogeneous;1133;372;1202;444
positive;091;1289;436;cell;homogeneous;1261;406;1323;470
positive;092;1328;465;cell;homogeneous;1298;436;1362;496
positive;093;1236;487;cell;homogeneous;1194;450;1279;521
positive;094;1236;546;cell;homogeneous;1198;520;1280;579
positive;095;1180;596;cell;homogeneous;1151;561;1214;628
positive;096;1143;549;cell;homogeneous;1123;516;1174;578
positive;097;1126;487;cell;homogeneous;1086;467;1167;521
positive;098;1290;621;cell;homogeneous;1249;574;1319;653
positive;099;1077;547;cell;homogeneous;1042;511;1111;581
positive;100;1117;616;cell;homogeneous;1069;581;1155;663
positive;101;1139;649;cell;homogeneous;1112;617;1175;679
positive;102;1062;679;cell;homogeneous;1036;628;1098;702
positive;103;973;729;cell;homogeneous;940;693;1007;766
positive;104;1049;802;cell;homogeneous;1017;761;1083;844
positive;105;1104;744;cell;homogeneous;1062;712;1139;776
positive;106;1192;726;cell;homogeneous;1158;691;1231;756
positive;107;1211;778;cell;homogeneous;1180;756;1251;810
positive;108;1291;759;cell;homogeneous;1257;724;1310;782
positive;109;1339;792;cell;homogeneous;1296;751;1373;817
positive;110;1122;853;cell;homogeneous;1082;818;1156;886
positive;111;1210;838;cell;homogeneous;1172;814;1234;871
positive;112;1040;942;cell;homogeneous;1004;902;1078;976
positive;113;1126;921;cell;homogeneous;1088;888;1159;940
positive;114;1120;970;cell;homogeneous;1093;937;1150;994
positive;115;1173;970;cell;homogeneous;1153;933;1202;999
positive;116;1189;899;cell;homogeneous;1166;866;1219;934
positive;117;1277;849;cell;homogeneous;1238;810;1325;894
positive;118;1248;911;cell;homogeneous;1218;859;1279;959
positive;119;1223;960;cell;homogeneous;1203;919;1274;987
positive;120;1268;991;cell;homogeneous;1222;949;1304;1019
