intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;241;80;cell;cytoplasmatic;123;48;462;173
intermediate;002;122;205;cell;cytoplasmatic;20;135;281;353
intermediate;003;165;318;cell;cytoplasmatic;104;167;285;428
intermediate;004;485;186;cell;cytoplasmatic;323;123;662;252
intermediate;005;251;842;cell;cytoplasmatic;108;730;420;913
intermediate;006;506;719;cell;cytoplasmatic;425;602;627;788
intermediate;007;558;308;cell;cytoplasmatic;422;255;654;348
intermediate;008;561;394;cell;cytoplasmatic;474;343;644;457
intermediate;009;643;504;cell;cytoplasmatic;585;418;678;598
intermediate;010;749;281;cell;cytoplasmatic;646;210;821;365
intermediate;011;704;422;cell;cytoplasmatic;670;335;748;501
intermediate;012;796;480;cell;cytoplasmatic;748;390;1010;530
intermediate;013;750;608;cell;cytoplasmatic;689;537;802;693
intermediate;014;1133;85;cell;cytoplasmatic;1065;46;1209;135
intermediate;015;1113;170;cell;cytoplasmatic;985;133;1211;227
intermediate;016;1264;285;cell;cytoplasmatic;1155;245;1325;330
intermediate;017;986;661;cell;cytoplasmatic;829;556;1038;723
intermediate;018;841;747;cell;cytoplasmatic;781;683;889;802
intermediate;019;853;842;cell;cytoplasmatic;760;799;908;903
intermediate;020;826;916;cell;cytoplasmatic;782;866;910;963
intermediate;021;970;790;cell;cytoplasmatic;909;737;1013;841
intermediate;022;1060;796;cell;cytoplasmatic;1023;587;1111;854
intermediate;023;1153;850;cell;cytoplasmatic;1108;640;1203;906
intermediate;024;1082;914;cell;cytoplasmatic;844;873;1195;988
