intensity;cell_ID;seed_pointX;seed_pointY;object_type;pattern;minX;minY;maxX;maxY
intermediate;001;708;515;mitotic_cell;positive;651;453;765;564
intermediate;002;178;314;mitotic_cell;positive;101;233;237;382
intermediate;003;188;378;mitotic_cell;positive;148;356;229;409
intermediate;004;703;171;mitotic_cell;positive;658;130;747;213
intermediate;005;671;906;artefact;;647;886;705;931
intermediate;006;180;41;cell;homogeneous;130;10;229;75
intermediate;007;49;194;cell;homogeneous;21;144;87;244
intermediate;008;142;196;cell;homogeneous;113;155;176;236
intermediate;009;308;203;cell;homogeneous;258;167;357;244
intermediate;010;380;149;cell;homogeneous;345;94;417;203
intermediate;011;478;130;cell;homogeneous;449;91;512;170
intermediate;012;536;109;cell;homogeneous;514;80;555;136
intermediate;013;64;427;cell;homogeneous;36;387;98;466
intermediate;014;119;463;cell;homogeneous;93;416;158;499
intermediate;015;233;379;cell;homogeneous;200;338;267;414
intermediate;016;268;505;cell;homogeneous;228;474;316;539
intermediate;017;343;473;cell;homogeneous;321;446;365;502
intermediate;018;329;406;cell;homogeneous;300;364;373;444
intermediate;019;402;443;cell;homogeneous;372;390;434;473
intermediate;020;516;297;cell;homogeneous;489;242;551;344
intermediate;021;647;349;cell;homogeneous;610;315;697;389
intermediate;022;512;460;cell;homogeneous;472;419;557;497
intermediate;023;589;481;cell;homogeneous;561;440;629;520
intermediate;024;185;640;cell;homogeneous;146;603;227;672
intermediate;025;51;829;cell;homogeneous;12;776;93;873
intermediate;026;163;741;cell;homogeneous;133;704;201;777
intermediate;027;268;776;cell;homogeneous;230;737;305;815
intermediate;028;507;607;cell;homogeneous;452;565;568;648
intermediate;029;331;837;cell;homogeneous;297;793;367;876
intermediate;030;734;615;cell;homogeneous;690;566;772;657
intermediate;031;473;721;cell;homogeneous;423;680;522;762
intermediate;032;570;743;cell;homogeneous;516;707;630;777
intermediate;033;628;805;cell;homogeneous;594;769;662;842
intermediate;034;702;828;cell;homogeneous;674;791;740;872
intermediate;035;62;921;cell;homogeneous;32;882;97;967
intermediate;036;161;973;cell;homogeneous;129;933;200;1008
intermediate;037;224;912;cell;homogeneous;190;872;263;952
intermediate;038;302;987;cell;homogeneous;265;939;347;1027
intermediate;039;383;971;cell;homogeneous;342;934;435;1010
intermediate;040;495;885;cell;homogeneous;449;840;537;925
intermediate;041;855;293;cell;homogeneous;823;252;893;334
intermediate;042;825;344;cell;homogeneous;805;322;854;375
intermediate;043;782;397;cell;homogeneous;728;360;830;436
intermediate;044;1131;108;cell;homogeneous;1096;61;1181;150
intermediate;045;1166;236;cell;homogeneous;1126;202;1205;273
intermediate;046;1261;374;cell;homogeneous;1226;322;1302;420
intermediate;047;1129;435;cell;homogeneous;1091;396;1165;474
intermediate;048;1174;497;cell;homogeneous;1137;458;1207;524
intermediate;049;1273;502;cell;homogeneous;1232;462;1319;539
intermediate;050;982;545;cell;homogeneous;940;507;1027;578
intermediate;051;1169;604;cell;homogeneous;1130;567;1206;638
intermediate;052;923;647;cell;homogeneous;873;612;970;693
intermediate;053;1025;693;cell;homogeneous;992;646;1067;751
intermediate;054;1282;699;cell;homogeneous;1234;655;1326;737
intermediate;055;777;765;cell;homogeneous;748;720;811;803
intermediate;056;818;851;cell;homogeneous;789;810;856;884
intermediate;057;949;803;cell;homogeneous;916;765;990;836
intermediate;058;774;912;cell;homogeneous;729;878;819;940
intermediate;059;913;906;cell;homogeneous;884;866;953;934
intermediate;060;821;982;cell;homogeneous;775;956;865;1025
intermediate;061;888;984;cell;homogeneous;861;945;933;1018
intermediate;062;1020;983;cell;homogeneous;992;931;1060;1034
intermediate;063;1141;815;cell;homogeneous;1111;768;1183;870
intermediate;064;1231;803;cell;homogeneous;1192;761;1271;856
intermediate;065;1352;847;cell;homogeneous;1304;796;1374;873
intermediate;066;1287;979;cell;homogeneous;1251;929;1311;1023
